booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW103077,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW103079,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0629,Low risk,0.0
SW103090,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW103127,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW103151,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW103203,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW103248,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1834,Low risk,0.0
SW103263,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW103280,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.4754,High risk,0.0
SW103301,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW103325,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0826,Low risk,0.0
SW103342,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW103353,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW103365,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW103370,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW103426,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW103446,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW103454,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW103545,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW103548,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW103596,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW103613,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW103637,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW103642,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW103644,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW103648,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW103689,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.4133,Medium risk,0.0
SW103693,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW103711,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW103728,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.1626,Low risk,0.0
SW103741,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW103765,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW103786,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW103818,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW103820,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW103861,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW103878,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1207,Low risk,0.0
SW103892,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW103932,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW103953,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW104032,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0629,Low risk,0.0
SW104037,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.4644,High risk,0.0
SW104043,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104058,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW104150,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104189,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW104194,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104200,P002,Direct,Direct,91-180 days,No Deposit,0,0.1411,Low risk,0.0
SW104209,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104248,P002,Direct,Direct,0-7 days,No Deposit,0,0.067,Low risk,0.0
SW104256,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104289,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.306,Medium risk,0.0
SW104292,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW104318,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW104330,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW104335,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW104337,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW104350,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW104353,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW104364,P002,Groups,TA/TO,0-7 days,No Deposit,0,0.2626,Medium risk,0.0
SW104377,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW104433,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW104503,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW104555,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW104564,P002,Direct,Direct,0-7 days,No Deposit,0,0.067,Low risk,0.0
SW104574,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW104603,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW104615,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW104663,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW104709,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW104768,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW104772,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW104793,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW104841,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW104843,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW104865,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW104936,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.2316,Low risk,0.0
SW104938,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW104965,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW105002,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW105009,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW105023,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105031,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW105044,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105111,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW105120,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW105151,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.0824,Low risk,0.0
SW105227,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW105266,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW105337,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105338,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.0858,Low risk,0.0
SW105370,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW105378,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW105392,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW105397,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105413,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW105427,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105459,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.2718,Medium risk,0.0
SW105463,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105465,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105468,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105473,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105519,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105571,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW105583,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW105615,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105621,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105639,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105667,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105671,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105709,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105711,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105718,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105746,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW105765,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW105789,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW105790,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW105792,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW105805,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.2316,Low risk,0.0
SW105821,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW105841,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW105854,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW105910,P002,Complementary,Direct,0-7 days,No Deposit,1,0.0629,Low risk,0.0
SW105915,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2718,Medium risk,0.0
SW105933,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW105988,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW105997,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW106002,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW106013,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW106043,P002,Direct,Direct,31-90 days,No Deposit,0,0.127,Low risk,0.0
SW106094,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW106100,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW106145,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW106193,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW106236,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW106261,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW106267,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.306,Medium risk,0.0
SW106270,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW106296,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW106319,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW106353,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW106365,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW106401,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW106416,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW106470,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW106569,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1556,Low risk,0.0
SW106583,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW106586,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.4754,High risk,0.0
SW106610,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW106625,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW106629,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW106631,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW106636,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.2718,Medium risk,0.0
SW106659,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW106725,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW106825,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW106829,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW106848,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW106852,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW106877,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW106887,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW106922,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW106927,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3018,Medium risk,0.0
SW106958,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW107015,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW107020,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW107032,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW107047,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW107051,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW107072,P002,Direct,Direct,8-30 days,No Deposit,0,0.1097,Low risk,0.0
SW107100,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3372,Medium risk,0.0
SW107101,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3324,Medium risk,0.0
SW107217,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW107267,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW107268,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW107273,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW107342,P002,Direct,Direct,91-180 days,No Deposit,0,0.2155,Low risk,0.0
SW107344,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW107388,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW107475,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW107550,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW107552,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW107570,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW107578,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW107598,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW107666,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW107688,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW107697,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW107716,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW107757,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW107785,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW107786,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW107796,P002,Corporate,TA/TO,181+ days,No Deposit,0,0.2193,Low risk,0.0
SW107808,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW107822,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW107910,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW107917,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW107920,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW107943,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW107985,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.5643,High risk,0.0
SW108029,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW108035,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3372,Medium risk,0.0
SW108094,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW108115,P002,Direct,Direct,91-180 days,No Deposit,0,0.1411,Low risk,0.0
SW108125,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW108166,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW108176,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW108214,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW108231,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW108266,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW108349,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW108396,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW108452,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW108522,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3372,Medium risk,0.0
SW108536,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3372,Medium risk,0.0
SW108566,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW108573,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW108591,P002,Direct,Direct,31-90 days,No Deposit,0,0.127,Low risk,0.0
SW108621,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW108630,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW108654,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW108666,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW108705,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.157,Low risk,0.0
SW108712,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.4133,Medium risk,0.0
SW108720,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW108759,P002,Aviation,Corporate,0-7 days,No Deposit,0,0.1425,Low risk,0.0
SW108766,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.4754,High risk,0.0
SW108795,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0641,Low risk,0.0
SW108800,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW108841,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW108852,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW108865,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW108886,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW108927,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW108936,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW108958,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW108963,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW108967,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0826,Low risk,0.0
SW108973,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW109009,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.3372,Medium risk,0.0
SW109013,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
SW109023,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW109039,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW109042,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1586,Low risk,0.0
SW109056,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW109071,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW109135,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW109162,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW109169,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW109230,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW109231,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW109274,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW109279,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW109281,P002,Direct,Direct,91-180 days,No Deposit,0,0.2155,Low risk,0.0
SW109329,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW109384,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW109393,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW109400,P002,Groups,TA/TO,181+ days,No Deposit,0,0.385,Medium risk,0.0
SW109409,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW109422,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW109434,P002,Direct,Direct,31-90 days,No Deposit,0,0.127,Low risk,0.0
SW109441,P002,Direct,Direct,91-180 days,No Deposit,0,0.1438,Low risk,0.0
SW109460,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.4133,Medium risk,0.0
SW109461,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW109541,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW109571,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW109580,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW109603,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW109667,P002,Direct,Direct,0-7 days,No Deposit,0,0.067,Low risk,0.0
SW109669,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW109757,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW109770,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW109787,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW109883,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW109927,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW109966,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW109979,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW109993,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW110000,P002,Direct,Direct,31-90 days,No Deposit,0,0.1294,Low risk,0.0
SW110045,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3104,Medium risk,0.0
SW110066,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3564,Medium risk,0.0
SW110083,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.2471,Low risk,0.0
SW110087,P002,Direct,Direct,91-180 days,No Deposit,0,0.1438,Low risk,0.0
SW110167,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.3442,Medium risk,0.0
SW110254,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW110285,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW110312,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW110320,P002,Direct,Direct,91-180 days,No Deposit,0,0.1112,Low risk,0.0
SW110361,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW110433,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.3058,Medium risk,0.0
SW110435,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW110442,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW110474,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW110475,P002,Groups,TA/TO,91-180 days,No Deposit,0,0.4543,High risk,0.0
